Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,04.06.107,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Revenue Schedule Name,Revenue_Schedule_Name,"Passthrough, revenue schedule selected by checkbox and ""Create Ticket"" clicked by user",,Yes,Yes,No,Pulled from Selected rev schedule,From Opportunity Rev Schedule Tab,RS-100007,General,,,
,04.06.108,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Ticket Number,Ticket_Number,AutoGenerated,,Yes,,,,Numerical,B1116,General,,,
,04.06.109,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Ticket Status (Hidden),Ticket_Status,AutoGenerated,,,"""Active"" as default",,"Active, Completed or On Hold",Drop Down with Options,Active,General,,,
,04.06.110,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Ticket Type,Ticket_Type,User chooses type from drop down,,,,,"(Support Request, Product/Inventory Issue, Commission Question, Other)",Drop Down with Options,Support Request,General,,,
,,,,,,,,,,,,,,,,
,,Need a link on the Ticket Number to the Ticket Detail View,,,,,,,,,,,,,,
,04.07.000,Revenue Schedules-4.7-Details (Reconciled Deposits),Item,Item,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,AutoGenerated,Number,1,Numerical,,,
,04.07.001,Revenue Schedules-4.7-Details (Reconciled Deposits),Deposit Date,Deposit_Date,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,Yes,,From a Deposit Line Item that has been matched,Date,2025-05-15,YYYY-MM-DD,,,
,04.07.002,Revenue Schedules-4.7-Details (Reconciled Deposits),Payee,Payee,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,From a Deposit Line Item that has been matched,Text,Telarus,Proper Text Format,,,
,04.07.003,Revenue Schedules-4.7-Details (Reconciled Deposits),Actual Commission,Actual_Commission,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,From a Deposit Line Item that has been matched,Currency,$1.20 ,"$X.XX, Neg ()",,,
,04.07.004,Revenue Schedules-4.7-Details (Reconciled Deposits),Payment Method,Payment_Method,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,Yes,From a Deposit Line Item that has been matched,Text,Bank Transfer,Proper Text Format,,,
,04.07.005,Revenue Schedules-4.7-Details (Reconciled Deposits),Payment Reference,Payment_Reference,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,From a Deposit Line Item that has been matched,Text/Reference,RS-1234-PM1,General,,,
,04.07.006,Revenue Schedules-4.7-Details (Reconciled Deposits),Usage - Total of Line Items,Usage_Total_of_Line_Items,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,Yes,Total All,SUM('Usage'),Currency,$120.00 ,"$X.XX, Neg ()",,,
,04.07.007,Revenue Schedules-4.7-Details (Reconciled Deposits),Commission Total of Line Payments,Commission_Total_of_Line_Payments,Reference field updates from non-null fields on Deposit line item detail matches,SUM('Actual Commission') for all line items,Yes,,,,Currency,$1.20 ,"$X.XX, Neg ()",,,
,,,,,,,,,,,,,,,,
,04.08.000,Revenue Schedules-4.8-Details (Payments Made),Item,Item,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,AutoGenerated,Number,1,Numerical,,,
,04.08.001,Revenue Schedules-4.8-Details (Payments Made),Payment Date,Payment_Date,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,From a Deposit Line Item that has been matched,Date,2025-05-16,YYYY-MM-DD,,,
,04.08.002,Revenue Schedules-4.8-Details (Payments Made),Paid To,Paid_To,From a Deposit Line Item,Filtered Results by default,Yes,Yes,Total All,"Contact who has Account Type as ""Subagent"" A-Z",Lookup (Contact Record),Mike McDonald,Proper Text Format,,,
,04.08.003,Revenue Schedules-4.8-Details (Payments Made),Paid Amount,Paid_Amount,From a Deposit Line Item,,Yes,,,,Currency,$0.24 ,"$X.XX, Neg ()",,,
,04.08.004,Revenue Schedules-4.8-Details (Payments Made),Payment Method,Payment_Method,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,From a Deposit Line Item that has been matched,Text,Bank Transfer,Proper Text Format,,,
,04.08.005,Revenue Schedules-4.8-Details (Payments Made),Payment Reference,Payment_Reference,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,From a Deposit Line Item that has been matched,Text/Reference,RS-1234-PM1,General,,,
,04.08.006,Revenue Schedules-4.8-Details (Payments Made),Subagent Total Payment,Subagent_Total_Payment,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,Sum of Payments,Formula,$0.02 ,"$X.XX, Neg ()",,,
,,,,,,,,,,,,,,,,
,04.09.000,Revenue Schedules-4.9-Details (Activities & Notes),Activity Date,Activity_Date,Reference field updates from non-null fields on Deposit line item detail matches,,,Yes,,default to today's date,Date,2025-05-19,YYYY-MM-DD,,,
,04.09.001,Revenue Schedules-4.9-Details (Activities & Notes),Activity ID,Activity_ID,Reference field updates from non-null fields on Deposit line item detail matches,Hidden (autogenerated),,Yes,,,Numerical,25,Numerical,,,
,04.09.002,Revenue Schedules-4.9-Details (Activities & Notes),Activity Type,Activity_Type,Reference field updates from non-null fields on Deposit line item detail matches,Always sort options A-Z,,Yes,,"""Call"", ""Meeting"", ""ToDo"", ""Note"" or ""Other""",Drop Down with Options,Call,Proper Text Format,,,
,04.09.003,Revenue Schedules-4.9-Details (Activities & Notes),Activity Description,Activity_Description,,,,Yes,,,Text Long,"Jim and I had lunch, talked over a new proposal and decided to come up with a 2nd meeting in December.",Text - Long,,,
,04.09.004,Revenue Schedules-4.9-Details (Activities & Notes),Activity Owner,Activity_Owner,Reference field updates from non-null fields on Deposit line item detail matches,,,Yes,,"Choose from any contact with ""house rep"" as contact type",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,04.95.000,Revenue Schedules-4.95-Create New Activity Form,ID,ID,,Autogenerated,,,Yes,Autogenerated from New Activity Form,Number/ID,1,Numerical,,,
,04.95.001,Revenue Schedules-4.95-Create New Activity Form,Activity Date,Activity_Date,,,,,Yes,default to today's date,Date,2025-05-17,YYYY-MM-DD,,,
,04.95.002,Revenue Schedules-4.95-Create New Activity Form,Activity Type,Activity_Type,,Always sort options A-Z,,,Yes,"""Call"", ""Meeting"", ""ToDo"", ""Note"" or ""Other""",Drop Down with Options,Call,Proper Text Format,,,
,04.95.003,Revenue Schedules-4.95-Create New Activity Form,Activity Description,Activity_Description,,,,,Yes,,Text Long,"Jim and I had lunch, talked over a new proposal and decided to come up with a 2nd meeting in December.",Text - Long,,,
,04.95.004,Revenue Schedules-4.95-Create New Activity Form,Activity Owner,Activity_Owner,,,,,Yes,"Choose from any contact with ""house rep"" as contact type",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,04.98.000,Revenue Schedules-4.98-Activity Detail (and edit) area (Last page in PDF),ID,ID,Revenue Schedule-4.95-Create New Activity Form,,Yes,,,From Activity Record,Number/ID,1,Numerical,,,
,04.98.001,Revenue Schedules-4.98-Activity Detail (and edit) area (Last page in PDF),Activity Date,Activity_Date,Revenue Schedule-4.95-Create New Activity Form,,,,,Not applicable,Date,2025-05-18,YYYY-MM-DD,,,
,04.98.002,Revenue Schedules-4.98-Activity Detail (and edit) area (Last page in PDF),Activity Type,Activity_Type,Revenue Schedule-4.95-Create New Activity Form,Always sort options A-Z,,,,"""Call"", ""Meeting"", ""ToDo"", ""Note"" or ""Other""",Drop Down with Options,Call,Proper Text Format,,,
,04.98.003,Revenue Schedules-4.98-Activity Detail (and edit) area (Last page in PDF),Activity Description,Activity_Description,Revenue Schedule-4.95-Create New Activity Form,,,,,,Text Long,"Jim and I had lunch, talked over a new proposal and decided to come up with a 2nd meeting in December.",Text - Long,,,
,04.98.004,Revenue Schedules-4.98-Activity Detail (and edit) area (Last page in PDF),Activity Owner,Activity_Owner,Revenue Schedule-4.95-Create New Activity Form,,,,,"Choose from any contact with ""house rep"" as contact type",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,05.00.000,Products - 5-0-Main List of Products Page,Active (Y/N),Active_(Y/N),Product Report,"Toggle defaults ""Yes"", Toggle for ""No""",,,,"Default ""Yes""",Toggle Button,Yes,Proper Text Format,,,
,05.00.001,Products - 5-0-Main List of Products Page,Distributor Name,Distributor_Name,Product Report,,,,,,Drop Down with Options,Telarus,Proper Text Format,,,
,05.00.002,Products - 5-0-Main List of Products Page,Vendor Name,Vendor_Name,Product Report,,,,,,Type Ahead Lookup,Lingo,Proper Text Format,,,
,05.00.003,Products - 5-0-Main List of Products Page,Product Family - Vendor,Product_Family_Vendor,Product Report,,,,,"Must select Distributor, Vendor, Famliy, Subtype then Product",Drop Down with Options,UCaaS,Proper Text Format,,,
,05.00.004,Products - 5-0-Main List of Products Page,Product Subtype - Vendor,Product_Subtype_Vendor,Product Report,"Likely_a_sub-categorization_within_""Product_Family_Vendor,""_linked_to_a_predefined_list.",,,Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Selection from List,Select...,Proper Text Format,,,
,05.00.005,Products - 5-0-Main List of Products Page,Product Name - Vendor,Product_Name_Vendor,Product Report,"User Entered Data,_may_or_may_not_be_related_to_""Product_Name_-_House"".",,,,,Select Dropdown,UCaaS 1 Seat,Proper Text Format,,,
,05.00.006,Products - 5-0-Main List of Products Page,Quantity,Quantity,Product Report,,,,,,numerical,5,Numerical,,,
,05.00.007,Products - 5-0-Main List of Products Page,Price Each,Price_Each,Product Report,,,,,,Currency,$100.00 ,"$X.XX, Neg ()",,,
,05.00.008,Products - 5-0-Main List of Products Page,Expected Commission Rate %,Expected_Commission_Rate_%,Product Report,User entered,,,Yes,,Percentage,10.00%,X.XX%,,,
,05.00.009,Products - 5-0-Main List of Products Page,Revenue Schedule Periods,Revenue_Schedule_Periods,Product Report,,,,,,Numerical,12,Numerical,,,
,05.00.010,Products - 5-0-Main List of Products Page,Revenue Schedule Estimated Start Date,Revenue_Schedule_Estimated_Start_Date,Product Report,,,,,,Date,2025-05-12,YYYY-MM-DD,,,
,,,,,,,,,,,,,,,,
,05.01.000,Products - 5-1-Create New Product Popup,Active (Y/N),Active_(Y/N),,"Toggle defaults ""Yes"", Toggle for ""No""",,,,"Default ""Yes""",Toggle Button,Yes,Proper Text Format,,,
,05.01.001,Products - 5-1-Create New Product Popup,Distributor Name,Distributor_Name,,Likely_a_selection_from_a_predefined_list_of_distributors.,,,Yes,,Lookup,Select...,Proper Text Format,,,
,05.01.002,Products - 5-1-Create New Product Popup,Vendor Name,Vendor_Name,,Likely_a_selection_from_a_predefined_list_of_vendors.,,,,,Type Ahead Lookup,Select...,Proper Text Format,,,
,05.01.003,Products - 5-1-Create New Product Popup,Product Family - Vendor,Product_Family_Vendor,,Likely_linked_to_a_predefined_list_of_vendor-specific_product_families.,,,Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Selection from List,UCaaS,Proper Text Format,,,
,05.01.004,Products - 5-1-Create New Product Popup,Product Subtype - Vendor,Product_Subtype_Vendor,,"Likely_a_sub-categorization_within_""Product_Family_Vendor,""_linked_to_a_predefined_list.",,,,"Must select Distributor, Vendor, Famliy, Subtype then Product",Selection from List,Select...,Proper Text Format,,,
,05.01.005,Products - 5-1-Create New Product Popup,Product Name - Vendor,Product_Name_Vendor,,"User Entered Data,_may_or_may_not_be_related_to_""Product_Name_-_House"".",,,,,Text,UCaaS 1 Seat,Proper Text Format,,,
,05.01.006,Products - 5-1-Create New Product Popup,Part Number - Vendor,Part_Number_Vendor,,User Entered Data.,,,,"Can delete a product, but will remove open schedules",Display from New Product Form,VP-456,Proper Text Format,,,
,05.01.007,Products - 5-1-Create New Product Popup,Product Description - Vendor,Product_Description_Vendor,,"Allows_for_a_product_description_specific_to_the_vendor_(under_the_""Vendor_Product""_section).",,,,,Text,Enter Product Description,Text - Long,,,
,05.01.008,Products - 5-1-Create New Product Popup,Product Revenue Type,Product_Revenue_Type,,"Likely_linked_to_a_predefined_list_of_revenue_types_(e.g.,_MRC,_One-Time).",,Yes,,,Selection from List,Select...,Dropdown,,,
,05.01.009,Products - 5-1-Create New Product Popup,Price Each,Price_Each,,User Entered Data.,,,,,Number (Currency),$0.00 ,"$X.XX, Neg ()",,,
,05.01.010,Products - 5-1-Create New Product Popup,Expected Commission Rate %,Expected_Commission_Rate_%,,User Entered Data.,,Yes,Total All,,Number (Percentage),0.00%,X.XX%,,,
,05.01.011,Products - 5-1-Create New Product Popup,Product Name - House,Product_Name_House,,User Entered Data.,,,,,Text,Example Product Name,Proper Text Format,,,
,05.01.012,Products - 5-1-Create New Product Popup,Part Number - House,Part_Number_House,,User Entered Data.,,,,,Text,PN-123-H,Proper Text Format,,,
,05.01.013,Products - 5-1-Create New Product Popup,Product Description - House,Product_Description_House,,"Allows_for_an_internal_product_description_(under_the_""Distributor_Product""_section).",,,,,Text,Enter Product Description,Text - Long,,,
,,,,,,,,,,,,,,,,
,05.04.000,Products - 5-2-Product Detail Page,Active (Y/N),Active_(Y/N),,"Toggle defaults ""Yes"", Toggle for ""No""",,,,"Default ""Yes""",Toggle Button,Yes,Proper Text Format,,,
,05.04.001,Products - 5-2-Product Detail Page,Distributor Name,Distributor_Name,,Likely_a_selection_from_a_predefined_list_of_distributors.,,,,,Lookup,Select...,Proper Text Format,,,
,05.04.002,Products - 5-2-Product Detail Page,Vendor Name,Vendor_Name,,Likely_a_selection_from_a_predefined_list_of_vendors.,,,,,Type Ahead Lookup,Select...,Proper Text Format,,,
,05.04.003,Products - 5-2-Product Detail Page,Product Family - Vendor,Product_Family_Vendor,,Likely_linked_to_a_predefined_list_of_vendor-specific_product_families.,,,,"Must select Distributor, Vendor, Famliy, Subtype then Product",Selection from List,UCaaS,Proper Text Format,,,
,05.04.004,Products - 5-2-Product Detail Page,Product Subtype - Vendor,Product_Subtype_Vendor,,"Likely_a_sub-categorization_within_""Product_Family_Vendor,""_linked_to_a_predefined_list.",,,,"Must select Distributor, Vendor, Famliy, Subtype then Product",Selection from List,Select...,Proper Text Format,,,
,05.04.005,Products - 5-2-Product Detail Page,Product Name - Vendor,Product_Name_Vendor,,"User Entered Data,_may_or_may_not_be_related_to_""Product_Name_-_House"".",,,,,Text,UCaaS 1 Seat,Proper Text Format,,,
,05.04.006,Products - 5-2-Product Detail Page,Part Number - Vendor,Part_Number_Vendor,,User Entered Data.,,,,"Can delete a product, but will remove open schedules",Display from New Product Form,VP-456,Proper Text Format,,,
,05.04.007,Products - 5-2-Product Detail Page,Product Description - Vendor,Product_Description_Vendor,,"Allows_for_a_product_description_specific_to_the_vendor_(under_the_""Vendor_Product""_section).",,,,,Text,Enter Product Description,Text - Long,,,
,05.04.008,Products - 5-2-Product Detail Page,Product Revenue Type,Product_Revenue_Type,,"Likely_linked_to_a_predefined_list_of_revenue_types_(e.g.,_MRC,_One-Time).",,,,,Selection from List,Select...,Dropdown,,,
,05.04.010,Products - 5-2-Product Detail Page,Price Each,Price_Each,,User Entered Data.,,,,,Number (Currency),$0.00 ,"$X.XX, Neg ()",,,
,05.04.011,Products - 5-2-Product Detail Page,Expected Commission Rate %,Expected_Commission_Rate_%,,User Entered Data.,,,,,Number (Percentage),0.00%,X.XX%,,,
,05.04.012,Products - 5-2-Product Detail Page,Product Name - House,Product_Name_House,,User Entered Data.,,,,,Text,Example Product Name,Proper Text Format,,,
,05.04.013,Products - 5-2-Product Detail Page,Part Number - House,Part_Number_House,,User Entered Data.,,,,,Text,PN-123-H,Proper Text Format,,,
,05.04.014,Products - 5-2-Product Detail Page,Product Description - House,Product_Description_House,,"Allows_for_an_internal_product_description_(under_the_""Distributor_Product""_section).",,,,,Text,Enter Product Description,Text - Long,,,
,,,,,,,,,,,,,,,,
,06.00.000,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Created By,Created_By,From Deposit Reports,,Yes,Yes,,"Look up contact with ""House"" Account Type, A-Z",Type Ahead Lookup,Rob Hosef,Proper Text Format,,,
,06.00.001,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Deposit Name,Deposit_Name,From Deposit Reports,,Yes,Yes,,From a Deposit Upload,Text,Avant-Lingo,Proper Text Format,,,
,06.00.002,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Deposit Status,Deposit_Status,From Deposit Reports,Formula,Yes,Yes,,"If Deposit Usage and Commissions Difference at 100% allocated, Status is ""Reconciled"", if not ""Unreconciled""",Text,Unreconciled,Proper Text Format,,,
,06.00.003,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Distributor Name,Distributor_Name,From Deposit Reports,,Yes,Yes,,From a Deposit Upload,Text,Avant,Proper Text Format,,,
,06.00.004,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Payment Date,Payment_Date,From Deposit Reports,,Yes,Yes,,From a Deposit Upload,Date,2025-01-23,YYYY-MM-DD,,,
,06.00.005,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Total Commission,Total_Commission,From Deposit Reports,,Yes,Yes,,From a Deposit Upload,Currency,$0.00 ,"$X.XX, Neg ()",,,
,06.00.006,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Total Commissions YTD Widget,Total_Commissions_YTD_Widget,From Reconciled Revenue Schedule Report by Period,Sum of all Deposit Line item Commission,Yes,Yes,,,From Report,"$25,000.00 ","$X.XX, Neg ()",,,
,06.00.007,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Total Items,Total_Items,From Deposit Reports,Formula,Yes,Yes,,Sum of all line items from Deposit,Formula,10,X,,,
,06.00.008,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Total Past Due Schedules,Total_Past_Due_Schedules,From Reconciled Revenue Schedule Report by Period,List of all schedules with usage or Commission Differences <0 and in the past,Yes,Yes,,,From Report,731,"$X.XX, Neg ()",,,
,06.00.009,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Total Reconciled Items,Total_Reconciled_Items,From Deposit Reports,"Sum of schedules that are status ""Reconciled"" from this deposit upload",Yes,Yes,,Sum of all line items from Deposit with $0 balance in Usage and Commission Difference fields,Formula,5,X,,,
,06.00.010,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Total Usage,Total_Usage,From Deposit Reports,,Yes,Yes,,From a Deposit Upload,Currency,$500 ,"$X.XX, Neg ()",,,
,06.00.011,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Total Usage YTD Widget,Total_Usage_YTD_Widget,From Reconciled Revenue Schedule Report by Period,Sum of all Deposit Line item Usage,Yes,Yes,,,From Report,"$250,000 ","$X.XX, Neg ()",,,
,06.00.012,Reconciliation-6-0-Dashboard - (Header) Widgets + Graph,Vendor Name,Vendor_Name,From Deposit Reports,,Yes,Yes,,From a Deposit Upload,Type Ahead Lookup,Lingo,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,06.01.013,Reconciliation-6-1-Deposit Upload - Create New Template - Choose in Order,Created By,Created_By,defaults to current user,,,Yes,Yes,"Look up contact with ""House"" Account Type, A-Z",Type Ahead Lookup,Rob Hosef,Proper Text Format,,,
,06.01.014,Reconciliation-6-1-Deposit Upload - Create New Template - Choose in Order,Deposit Name,Deposit_Name,User enters data,,,,Yes,,Text,2025-01-Telarus_Lingo_Deposit,Proper Text Format,,,
,06.01.015,Reconciliation-6-1-Deposit Upload - Create New Template - Choose in Order,Distributor Name,Distributor_Name,Select from drop down (A-Z),,,,Yes,"Look up contact with ""Distributor"" Account Type, A-Z",Type Ahead Lookup,Telarus,Proper Text Format,,,
,06.01.016,Reconciliation-6-1-Deposit Upload - Create New Template - Choose in Order,Vendor Name,Vendor_Name,Select from drop down (A-Z),,,,Yes,"Look up contact with ""Vendor"" Account Type, A-Z",Type Ahead Lookup,Lingo,Proper Text Format,,,
,06.01.017,Reconciliation-6-1-Deposit Upload - Create New Template - Choose in Order,Template Selection,Template_Selection,Either presented existing template or system prompts to create one for this Distributor/Vendor combo.,,,,Yes,Choose from exisitng templates sorted A-Z,Type Ahead Lookup,Telarus-Lingo,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,06.02.000,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Deposit Name,Deposit_Name,Reconciliation - New Deposit Upload Summary,,,Yes,,,Text,2025-04-01-Telarus:_Lingo,Proper Text Format,,,
,06.02.001,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Payment Date,Payment_Date,Reconciliation - New Deposit Upload Summary,,Yes,Yes,,,Date,2025-04-29,YYYY-MM-DD,,,
,06.02.002,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Created By,Created_By,Reconciliation - New Deposit Upload Summary,,Yes,Yes,,"Look up contact with ""House"" Account Type, A-Z",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,06.02.003,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Payment Type,Payment_Type,Reconciliation - New Deposit Upload Summary,,Yes,Yes,,From a Deposit Line Item that has been matched,Text,Bank Transfer,Proper Text Format,,,
,06.02.004,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Total Usage All,Total_Usage_All,Reconciliation - New Deposit Upload Summary,Sum of all Deposit Line item Usage,Yes,Yes,,,Formula,"$10,700.00 ","$X.XX, Neg ()",,,
,06.02.005,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Usage Allocated,Usage_Allocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,,,Formula,$0.00 ,"$X.XX, Neg ()",,,
,06.02.006,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Usage Unallocated,Usage_Unallocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,,,Formula,"$10,700.00 ","$X.XX, Neg ()",,,
,06.02.007,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Total Commission All,Total_Commission_All,Reconciliation - New Deposit Upload Summary,,Yes,Yes,,From a Deposit Line Item that has been matched,Formula,"$1,070.00 ","$X.XX, Neg ()",,,
,06.02.008,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Commission Allocated,Commission_Allocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,,Amount inserted from Deposit,Currency,$0.00 ,"$X.XX, Neg ()",,,
,06.02.009,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Commission Unallocated,Commission_Unallocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,,,Formula,"$1,070.00 ","$X.XX, Neg ()",,,
,06.02.010,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Deposit Items Reconciled/Unreconciled,Deposit_Items_Reconciled/Unreconciled,Reconciliation - New Deposit Upload,"Count of Total Line Items and Count of Line Items with Status ""Reconciled""",Yes,Yes,,I do not see this on the designed page?,Numerical, 10 / 1,Numerical,,,
,06.02.011,Reconciliation-6-2-Step 2 - Deposit Detail Page (Upload-New-Deposit_Step2(Top),Deposit Status,Deposit_Status,Reconciliation - New Deposit Upload,Formula,Yes,Yes,,"If Deposit Usage and Commissions Difference at 100% allocated, Status is ""Reconciled"", if not ""Unreconciled""",Text,Unreconciled,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,06.04.000,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Account ID - Vendor,Account_ID_Vendor,Reconciliation - New Deposit Upload,,Yes,Yes,,From a Deposit Line Item that has been matched,General,AI36,General,,,
,06.04.001,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Line Item,Line_Item,Reconciliation - New Deposit Upload,,Yes,Yes,,Autogenerated upon upload,Number,1,Numerical,,,
,06.04.002,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Deposit Status,Deposit_Status,Reconciliation - New Deposit Upload,Formula,Yes,Yes,,"If Deposit Usage and Commissions Difference at 100% allocated, Status is ""Reconciled"", if not ""Unreconciled""",Text,Unreconciled,Proper Text Format,,,
,06.04.003,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Payment Date,Payment_Date,Reconciliation - New Deposit Upload,,Yes,Yes,,,Date,2025-04-30,YYYY-MM-DD,,,
,06.04.004,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Account Name,Account_Name,Reconciliation - New Deposit Upload,,Yes,Yes,,From Opportunity,Text,Algave LLC,Proper Text Format,,,
,06.04.005,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Vendor Name,Vendor_Name,Reconciliation - New Deposit Upload,,Yes,Yes,,,Pulled from Revenue Schedule,Lingo,Proper Text Format,,,
,06.04.006,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Product Name - Vendor,Product_Name_Vendor,Reconciliation - New Deposit Upload,User Entered Data.,Yes,Yes,,,Text,UCaaS 1 Seat,Proper Text Format,,,
,06.04.007,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Usage,Usage,Reconciliation - New Deposit Upload,,Yes,Yes,,,Currency,$600.00 ,"$X.XX, Neg ()",,,
,06.04.008,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Usage Allocated,Usage_Allocated,Reconciliation - New Deposit Upload,,Yes,Yes,,,Formula,$0.00 ,"$X.XX, Neg ()",,,
,06.04.009,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Usage Unallocated,Usage_Unallocated,Reconciliation - New Deposit Upload,,Yes,Yes,,,Formula,$600.00 ,"$X.XX, Neg ()",,,
,06.04.010,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Actual Commission Rate %,Actual_Commission_Rate_%,Reconciliation - New Deposit Upload,(Actual Commission) / (Actual Usage),Yes,Yes,,From a Deposit Line Item that has been matched,Formula,10.00%,X.XX%,,,
,06.04.011,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Actual Commission,Actual_Commission,Reconciliation - New Deposit Upload,Entered with Deposit line item when matched,Yes,Yes,,From a Deposit Line Item that has been matched,Currency,$60.00 ,"$X.XX, Neg ()",,,
,06.04.012,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Commission Allocated,Commission_Allocated,Reconciliation - New Deposit Upload,,Yes,Yes,,Amount inserted from Deposit,Currency,$0.00 ,"$X.XX, Neg ()",,,
,06.04.013,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Commission Unallocated,Commission_Unallocated,Reconciliation - New Deposit Upload,,Yes,Yes,,,Formula,$60.00 ,"$X.XX, Neg ()",,,
,06.04.014,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Customer ID - Vendor,Customer_ID_Vendor,Reconciliation - New Deposit Upload,,Yes,Yes,,From a Deposit Line Item that has been matched,General,1111,General,,,
